name,category_list,funding_total_usd,status,country_code,funding_rounds,dias_hasta_inversion
Portable Medical Technology,Health and Wellness|Health Care|Medical|Medical Devices,0.0,operating,GBR,1,752.0
Portal Instruments,Medical Devices,36000000.0,operating,USA,2,1018.0
Portea Medical,Health Care|Healthcare Services|Medical,46500000.0,operating,IND,2,
Portico Systems,Health Care|Information Technology|Software,14950000.0,acquired,USA,3,
Portola Pharmaceuticals,Biotechnology,249099998.0,ipo,USA,5,343.0
Portsmouth Regional Ambulatory Surgery Center,Biotechnology,1683537.0,operating,USA,3,3640.0
Posit Science,Biotechnology,6396054.0,operating,USA,3,2673.0
"Positive Mobile Health, Inc.",Health and Wellness|Health Care|Health Care Information Technology|Mobile Health,342000.0,operating,USA,2,-32.0
PositiveID,Health Care|Health Diagnostics|Medical Devices,1912996.0,ipo,USA,4,4077.0
Positron,Biotechnology,1500000.0,operating,USA,1,
Potbotics,Biotechnology,2355200.0,operating,USA,1,947.0
"PotentiaMetrics, Inc.",Big Data Analytics|Fitness|Health Care,625000.0,operating,USA,1,1896.0
Pow Health,Health and Wellness|Health Care Information Technology|mHealth,162107.0,operating,GBR,1,632.0
PowerVision,Health Care,86500000.0,operating,USA,5,2190.0
Poxel,Biotechnology,33800000.0,operating,FRA,2,603.0
Practice Fusion,Electronic Health Records|Health and Wellness|Health Care|Physicians,157519998.0,operating,USA,12,1330.0
Practice Interactive,Medical|Services|Software,100000.0,operating,USA,1,1324.0
Practo,Health Care|Marketplaces|SaaS|Software,124000000.0,operating,IND,3,1534.0
Pradama,Biotechnology,250000.0,operating,USA,1,1784.0
Prana Diabetes,Apps|Health Care|Life Sciences,25000.0,operating,USA,1,0.0
Prana Essentials,Dietary Supplements|Fitness|Health and Wellness|Health Care,575000.0,operating,ISR,1,1602.0
PraXcell,Health Care,627000.0,operating,FRA,1,1378.0
Pre Diagnostics,Biotechnology,1615682.89530375,operating,NOR,1,
PreAction Technology Corp,Health and Wellness|Health Care|Medical,75000.0,operating,USA,1,
Precipio Diagnostics,Biotechnology|Health Diagnostics,2875000.0,operating,USA,2,276.0
Precise Light Surgical,Biotechnology,4500000.0,operating,USA,1,2114.0
Precision Biologics,Biotechnology|Health Diagnostics,50795000.0,operating,USA,2,791.0
Precision Biopsy,Biotechnology,36100000.0,operating,USA,2,
Precision BioSciences,Biotechnology,25600000.0,operating,USA,1,
PreCision Dermatology,Biotechnology,115400002.0,acquired,USA,3,333.0
Precision for Medicine,Health Care,150000000.0,operating,USA,1,822.0
Precision NanoSystem,Biotechnology,13400000.0,operating,CAN,1,2097.0
Helomics,Biotechnology|Health Diagnostics,93000000.0,operating,USA,3,1186.0
Precision Toxicilogy,Analytics|Fitness|Medical,14500000.0,acquired,USA,1,
PrecisionMeds,Medical|Retail,0.0,operating,USA,1,4148.0
Precyse,Consulting|Health Care,12020000.0,acquired,USA,2,4029.0
Predictive Biosciences,Biotechnology|Health Diagnostics,56750000.0,operating,USA,3,351.0
Predictus BioSciences,Biotechnology,500000.0,operating,USA,1,376.0
Predix Pharmaceuticals,Health and Wellness|Health Care|Pharmaceuticals,43000000.0,operating,,1,
Pregistry,Health Care|Health Care Information Technology|Mobile Health|Pharmaceuticals,220000.0,operating,USA,2,318.0
PregLem,Biotechnology,57968922.8844951,acquired,GBR,2,
Prematics,Biotechnology,10786338.0,acquired,USA,1,
Premier Biomedical,Biotechnology,57000.0,operating,USA,1,
Premier Diagnostics,Diagnostics|Health and Wellness|Health Diagnostics|Medical,6200000.0,ipo,CAN,2,
Prenetics,Babies|Biotechnology|Parenting,2650000.0,operating,HKG,1,
Presage Biosciences,Biotechnology,13566295.0,operating,USA,4,365.0
Prescient Surgical,Fitness|Health and Wellness|Medical Devices,6014157.0,operating,USA,1,1031.0
Prescribe Well,Health and Wellness|Health Care|Medical,100000.0,operating,USA,1,
Prescription Corporation of America,Biotechnology,5925000.0,operating,USA,1,
Presidio Pharmaceuticals,Biotechnology,100183473.0,operating,USA,6,605.0
Pressure BioSciences,Biotechnology|Health Diagnostics,10628756.0,ipo,USA,9,11373.0
Prestodiag,Biotechnology,0.0,operating,FRA,2,363.0
"Prestwick Pharmaceuticals, Inc.",Bio-Pharm|Biotechnology|Pharmaceuticals,95000000.0,operating,USA,3,
Pretty Litter,Diagnostics|Health Care|Pets,0.0,operating,USA,1,29.0
Prevacus,Biotechnology,1658000.0,operating,USA,2,
Prevention Pharmaceuticals,Biotechnology,650000.0,operating,USA,1,740.0
Prevently,Health and Wellness|Health Care|Mobile Health,2205500.0,operating,USA,6,303.0
Prevtec microbia,Biotechnology|Health and Wellness|Health Care,7200000.0,operating,CAN,2,
Prexa Pharmaceuticals,Biotechnology,10200000.0,operating,USA,2,1944.0
Prexton Therapeutics,Health and Wellness|Medical|Pharmaceuticals,10000000.0,operating,CHE,1,1150.0
PriceMDs.com,Health Care|Medical,75000.0,operating,USA,1,162.0
Prima Temp,Health Care,4350000.0,operating,USA,2,1612.0
Primaeva Medical,Health Care,14250000.0,acquired,USA,3,
PrimaHealth Credit,Credit|Finance|Finance Technology|FinTech|Health Care|Personal Finance,1000000.0,operating,USA,1,465.0
Primcogent Solutions,Health Care,15000000.0,operating,USA,1,1217.0
Prime Genomics,Biotechnology,516685.0,operating,USA,3,725.0
E Ink Holdings,Biotechnology,238174040.0,operating,TWN,1,6427.0
PrimeraDx (Primera Biosystems),Biotechnology,33151129.0,operating,USA,3,1469.0
PrimeSource Healthcare Systems,Biotechnology,5500000.0,operating,USA,1,11560.0
Primordial,Biotechnology,180000.0,operating,USA,1,
Primordial Genetics,Biofuels|Biotechnology|Clean Energy|Pharmaceuticals,1040019.0,operating,USA,2,
Primorigen Biosciences,Biotechnology,2500000.0,operating,USA,1,
Primrose Therapeutics,Biotechnology,752550.0,operating,USA,1,228.0
Principia BioPharma,Biotechnology,89901817.0,operating,USA,4,
Prism Medical,Medical,7000000.0,operating,CAN,1,
Prism Pharmaceuticals,Biotechnology|Medical|Pharmaceuticals,15000000.0,acquired,USA,1,
Prismic Pharmaceuticals,Biotechnology,1200000.0,operating,USA,1,
Privia Health,Doctors|Electronic Health Records|Health and Wellness|Medical|Physicians,417500000.0,operating,USA,3,1451.0
Pro-Cure Therapeutics,Biotechnology,2238535.0,operating,GBR,2,
Galectin Therapeutics,Biotechnology,9514000.0,ipo,USA,13,2995.0
Proa Medical,Biotechnology,3112100.0,operating,USA,8,230.0
Proactive Comfort,Medical,0.0,operating,USA,1,461.0
Probe Scientific,Health Care,1600000.0,operating,GBR,1,4291.0
Probiodrug,Biotechnology,73422000.0,ipo,DEU,2,4688.0
Probity,Biotechnology,1275000.0,operating,USA,1,2282.0
Procarta Biosystems,Biotechnology,2141777.0,operating,,2,315.0
Procept BioRobotics,Biotechnology,91667625.0,operating,USA,3,2378.0
ProCertus BioPharm,Biotechnology,4000000.0,operating,USA,2,
ProChon Biotech,Biotechnology,3950000.0,acquired,USA,1,
Procura,Health Care|Information Technology|Medical Devices|Software,0.0,operating,CAN,1,9271.0
ProCure Treatment Centers,Biotechnology,75000000.0,operating,USA,2,
Prodigo Solutions,Health Care|Software,12500000.0,operating,USA,1,2276.0
Profectus Biosciences,Biotechnology,29591206.0,operating,USA,5,
profectus health research,Biotechnology,480000.0,operating,USA,1,
Professional Diabetes Care Center,Medical,0.0,operating,USA,1,-69.0
Profex,Biotechnology,15500000.0,operating,,1,2796.0
ProFibrix,Biotechnology,33000000.0,acquired,NLD,3,1181.0
Profility,Biotechnology,1687820.0,operating,USA,1,1953.0
Profound,Apps|Medical Devices|Technology,2500000.0,operating,CAN,1,
Profusa,Biotechnology,15219122.0,operating,USA,3,1337.0
PROGENESIS TECHNOLOGIES,Biotechnology,100000.0,operating,USA,1,
Prognomix,Biotechnology,4100000.0,operating,TUR,1,
PrognosDx Health,Biotechnology,10000.0,operating,USA,1,
Progressive Care,Biotechnology,150000.0,operating,USA,1,2536.0
Project 2020,Employer Benefits Programs|Health Care,4714965.0,operating,USA,2,202.0
Projectioneering,Biotechnology,883000.0,operating,USA,1,73.0
Prolacta Bioscience,Biotechnology,33323892.0,operating,USA,4,2881.0
Prolong Pharmaceuticals,Biotechnology,30000000.0,operating,USA,1,
PROLOR Biotech,Biotechnology,26399991.0,acquired,ISR,2,
Promedior,Biotechnology,63000000.0,operating,USA,6,143.0
Promentis Pharmaceuticals,Biotechnology,5337000.0,operating,USA,3,1338.0
Promethean,Biotechnology,3684991.0,operating,USA,1,743.0
Prometheon Pharma,Bio-Pharm|Biotechnology|Medical Devices|Pharmaceuticals,1100000.0,operating,USA,2,1322.0
Promethera Biosciences,Biotechnology,70219776.0,operating,BEL,3,
Prometheus Laboratories,Biotechnology,260000000.0,acquired,USA,1,5485.0
ProMetic Life Sciences,Biotechnology|Health Diagnostics,25100000.0,ipo,CAN,2,7994.0
Promimic,Biotechnology,1541809.0,operating,SWE,1,
Promip Agro Biotecnologia,Agriculture|Biotechnology|Specialty Chemicals,2000000.0,operating,,1,2771.0
ProMIS Neurosciences,Biotechnology,150341.0,operating,CAN,1,
Promosome,Biotechnology,13700000.0,operating,USA,2,
PromptCare,Biotechnology,876150.0,operating,USA,1,8905.0
ProNAi Therapeutics,Biotechnology,80231452.0,ipo,CAN,5,2552.0
ProNerve,Health Care|Hospitals|Medical|Physicians,2443369.0,operating,USA,2,
Pronia Medical Systems,Health Care,300000.0,operating,USA,1,
Pronota,Biotechnology|Health Diagnostics,39310306.0,operating,,8,548.0
ProNova Solutions,Biotechnology,40202460.0,operating,USA,3,682.0
ProNoxis,Biotechnology,0.0,operating,SWE,1,
ProNurse Homecare & Infusion,Health Care,0.0,operating,USA,1,775.0
"Pronutria Biosciences, Inc.",Biotechnology,49800000.0,operating,USA,3,1390.0
ProofPilot,Advertising|Brand Marketing|Clinical Trials|Consumers|Fitness|Health and Wellness|Health Care|Life Sciences|Market Research,1850000.0,operating,USA,2,538.0
Propanc,Biotechnology,30000.0,operating,AUS,1,
Propel(x),Angels|Biotechnology|Deep Information Technology|Medical Devices|Venture Capital,1500000.0,operating,USA,1,304.0
Propeller Health,Health Care,28365200.0,operating,USA,4,2002.0
Proper Pillow,Medical|Sensors,1000000.0,operating,USA,1,1067.0
ProPhase Labs,Health and Wellness|Healthcare Services|Information Technology|Medical,7000000.0,ipo,USA,1,
ProRadis,Diagnostics|Information Technology|Medical|Software,1919773.0,operating,BRA,4,776.0
ProRetina Therapeutics,Biotechnology|Medical,509656.0,operating,ESP,1,1362.0
Prosensa,Biotechnology|Health Care|Medical|Therapeutics,73272800.0,acquired,NLD,4,1857.0
Prosetta,Biotechnology,35039850.0,operating,USA,3,1966.0
Prosonix,Biotechnology,45049261.0,acquired,GBR,2,2012.0
Prospective Research,Medical,0.0,operating,,1,
Prospex Medical,Health Care,3000000.0,operating,USA,2,
ProstaGene,Biotechnology,400000.0,operating,USA,1,1894.0
Prostate Management Diagnostics,Bio-Pharm|Health Diagnostics|Medical,1060000.0,operating,USA,1,
ProtAb,Biotechnology|Pharmaceuticals,4000000.0,operating,ISR,1,1938.0
ProtAffin Biotechnologie,Biotechnology,7130238.78319605,operating,AUT,3,
Protagenic Therapeutics,Biotechnology,1017789.0,operating,USA,2,2450.0
Protagonist Therapeutics,Biotechnology,67000000.0,operating,AUS,4,2087.0
Protalex,Biotechnology,5828000.0,operating,USA,2,
Protalix BioTherapeutics,Biotechnology,10000000.0,operating,ISR,1,7956.0
Protea Biosciences Group,Biotechnology,9886028.0,operating,USA,8,3145.0
Protea Medical,Health Care,8000000.0,operating,USA,1,
Protectimmun GmbH,Bio-Pharm|Biotechnology|Technology,0.0,operating,,1,
Protedyne Corporation,Health and Wellness|Medical|Pharmaceuticals,12000000.0,operating,USA,1,
Protein Forest,Biotechnology,24010000.0,acquired,USA,4,689.0
PROTEIN LOUNGE,Biotechnology,1000.0,operating,USA,1,3086.0
Protenus,Big Data Analytics|Cyber Security|Health and Wellness|Health Care Information Technology,1350000.0,operating,USA,4,9.0
Proteocyte Diagnostics,Collaboration|Diagnostics|Health Diagnostics|Medical Devices|Technology,553573.0,operating,CAN,1,
ProteoGenix,Diagnostics|Medical|Pharmaceuticals,28002500.0,operating,USA,3,1899.0
ProteoMediX,Biotechnology,7138312.0,operating,CHE,3,682.0
Proteon Therapeutics,Biotechnology,126538660.0,ipo,USA,5,2439.0
proteonomix,Biotechnology,3804991.0,operating,USA,1,6289.0
Proteopure,Biotechnology,290000.0,operating,USA,4,
ProteoSense,Health Care Information Technology,0.0,operating,USA,2,484.0
Proteostasis Therapeutics,Biotechnology,110635271.0,operating,USA,3,
ProteoTech,Biotechnology|Health Diagnostics,10540779.0,operating,USA,2,4866.0
Proteros biostructures,Biotechnology,7016360.0,operating,DEU,1,
Proterro,Biotechnology|Specialty Chemicals,3500000.0,operating,USA,1,
Proteus Digital Health,Biotechnology|Health Care|Mobile|Software,315349979.0,operating,USA,10,120.0
Protez Pharmaceuticals,Health and Wellness|Health Care|Pharmaceuticals,15000000.0,acquired,,1,
Protégé Biomedical,Biotechnology,500000.0,operating,,1,1126.0
ProThera Biologics,Biotechnology,750000.0,operating,USA,1,4265.0
ProTip,Health Care,4700000.0,operating,NLD,1,3080.0
Protiva Biotherapeutics,Biotechnology,8250000.0,acquired,USA,2,2385.0
ProtoLytic,Biotechnology,100000.0,operating,USA,1,
Protom International,Biotechnology,1796000.0,operating,USA,2,485.0
Proton Therapy,Biotechnology,4029011.0,operating,USA,2,
ProUroCare Medical,Biotechnology,1350000.0,operating,USA,5,4288.0
Provasculon,Health Care,6000000.0,operating,USA,1,
Provata Health,Fitness|Health and Wellness|Health Care,1400000.0,operating,USA,1,680.0
ProVazo,Medical Devices,90000.0,operating,USA,1,849.0
PROVECTUS PHARMACEUTICALS,Biotechnology,10592426.0,operating,USA,3,2737.0
Provenance Biopharmaceuticals,Biotechnology,8000000.0,operating,USA,1,
PROVENTIX SYSTEMS,Biotechnology,5371254.0,operating,USA,6,835.0
PROVERDE LABORATORIES,Consulting|Medical|Services,640000.0,operating,USA,1,
Provesica,Biotechnology,6179090.0,operating,GBR,1,353.0
Provia Laboratories,Biotechnology|Health Care|Medical|Pharmaceuticals,325000.0,operating,USA,1,2174.0
Providence Medical Technology,Medical Devices,18800000.0,operating,USA,2,2281.0
Providence Surgery,Biotechnology,45000.0,operating,USA,1,2460.0
Providence Therapy,Biotechnology,25000.0,operating,USA,1,
Provision Diagnostic Imaging,Biotechnology,1736410.0,operating,USA,1,
Provista Diagnostics,Biotechnology|Health Diagnostics,29417240.0,operating,USA,6,1892.0
proVITAL,Health Care,0.0,operating,USA,1,
Provivi,Biotechnology,8471104.0,operating,USA,2,801.0
ProVox Technologies,Health Care,6300000.0,operating,USA,2,
Proxeon,Biotechnology,2410000.0,acquired,DNK,1,
Proxima Therapeutics,Health Care|Health Diagnostics|Medical,31000000.0,acquired,USA,2,
Proximagen,Biotechnology,96500000.0,operating,GBR,2,
Proximare Health,Health Care,0.0,operating,,1,
Proxsys,Biotechnology,0.0,acquired,USA,1,
ProZyme,Biotechnology,321414.0,operating,USA,1,7956.0
Pryor Medical Devices,Medical Devices,5000000.0,operating,USA,1,
Pryv,Apps|Health Care Information Technology|Internet of Things|Personalization|Privacy|Quantified Self|Software|Tracking,700000.0,operating,CHE,3,-80.0
PS Biotech,Biotechnology,0.0,operating,DEU,2,244.0
pSivida,Biotechnology,57800000.0,ipo,USA,3,
PsychArmor,Health Care,1000000.0,operating,USA,1,680.0
Psychiatric Solutions,Health Care|Healthcare Services|Hospitals,25000000.0,acquired,USA,1,5488.0
PSYLIN NEUROSCIENCES,Biotechnology,5000000.0,operating,USA,1,
Psynova Neurotech,Biotechnology,3930701.0,operating,GBR,1,
PTC Therapeutics,Biotechnology|Health Care,417100000.0,ipo,USA,11,1357.0
PTS Physicians,Health Care|Hospitals,1500000.0,operating,USA,1,3103.0
Pulmatrix,Biotechnology,83900000.0,operating,USA,6,2261.0
Pulmocide,Health Care,27541217.3218056,operating,GBR,1,329.0
Pulmokine,Bio-Pharm|Biotechnology|Pharmaceuticals,1000000.0,operating,USA,1,
Pulmologix,Health and Wellness|Health Care,12388268.0,operating,,1,
PulmOne,Health and Wellness|Health Care|Medical Devices,500000.0,operating,ISR,1,2700.0
Pulmonx,Biotechnology,93500000.0,operating,USA,5,
Pulse Therapeutics,Health Care,6050000.0,operating,USA,3,
Puma Biotechnology,Biotechnology,417300249.0,ipo,USA,3,
Pump!,Biotechnology,40000.0,operating,CHL,1,248.0
PURE Bioscience,Biotechnology,3251250.0,ipo,USA,3,6887.0
Pure life renal,Biotechnology,20500000.0,operating,USA,2,154.0
PureBrands,Biotechnology,750000.0,operating,USA,1,263.0
Purely Proteins Limited,Biotechnology,3600000.0,operating,GBR,2,
Puridify,Biotechnology,4830067.47772653,operating,GBR,2,454.0
Purigen Biosystems,Biotechnology,1030000.0,operating,USA,2,
Purkinje Farms,Biotechnology|Medical,5000.0,operating,USA,1,304.0
Purple Binder,Health Care|Social Network Media|Software,0.0,operating,USA,1,689.0
Pursuit Vascular,Health Care,10214900.0,operating,USA,5,1155.0
PurThread Technologies,Biotechnology,9076957.0,operating,USA,2,1478.0
Putney,Biotechnology,49600064.0,operating,USA,5,1401.0
PxRadia,Biotechnology,50000.0,operating,USA,1,1557.0
PYA Analytics,Biotechnology,500000.0,operating,USA,1,
Pyng Medical,Biotechnology,1357938.0,operating,CAN,3,
Q Care International,Biotechnology,7650000.0,operating,USA,2,6988.0
Q Chip,Biotechnology,9699336.0,operating,GBR,3,
Q Holdings,Biotechnology,12018047.0,operating,USA,2,
QFO Labs,Health Care,200000.0,operating,USA,1,1153.0
Qikwell Technologies,Health and Wellness|Health Care Information Technology|Mobile Health|Telephony,3000000.0,acquired,IND,2,1093.0
Qliance Medical Management,Health Care|Health Care Information Technology|Health Services Industry|Hospitals,23800264.0,operating,USA,6,1578.0
QMedic,Health Care Information Technology|Internet of Things|Machine Learning|Senior Health,4100000.0,operating,USA,2,1189.0
qointa,Clinical Trials|Health Care Information Technology|Medical Devices,3196787.3568904,operating,BEL,5,-214.0
Qompium,Apps|Health and Wellness|Health Care|Health Care Information Technology|Mobile,65952.0,operating,DEU,1,
QR Pharma,Biotechnology,7516103.0,operating,USA,6,745.0
Qspex Technologies,Health Care,85484760.0,operating,USA,9,1031.0
Qu Biologics Inc.,Health Care|Healthcare Services|Medical,4080830.0,operating,CAN,1,
Quad Technologies,Biotechnology,0.0,operating,USA,1,1038.0
QuaDPharma,Biotechnology,1000000.0,operating,USA,1,
Quadrant 4 Systems Corporation,Cloud Computing|Health Care|PaaS,990000.0,operating,USA,1,
Qualifacts Systems,Health Care|Health Care Information Technology|Software,0.0,operating,USA,1,
Quality Systems,Biotechnology,23394037.0,ipo,USA,2,13191.0
QualMetrix,Health Care,6085000.0,operating,USA,4,452.0
QuanDx,Biotechnology,1250000.0,operating,USA,2,1155.0
Quanta Fluid Solutions,Health Care|Medical|Medical Devices|Technology,60358285.0,operating,GBR,3,670.0
Quantagen Biotech,Biotechnology,11500.0,operating,USA,1,291.0
QuantaLife,Biotechnology|Health Diagnostics,28712619.0,acquired,USA,3,519.0
Quantapore,Biotechnology,35000000.0,operating,USA,1,1966.0
Quanterix,Analytics|Biotechnology|Health Diagnostics,43999999.0,operating,USA,5,602.0
Quantia,Communities|Health and Wellness|Medical|Networking|Physicians|Social Media,41049041.0,operating,USA,4,1915.0
Quantified Care,App Stores|Health Care|Health Care Information Technology|Medical Devices|Mobile|Mobile Devices|Mobile Health,50000.0,operating,USA,3,350.0
QuantiHealth,Biotechnology,3200000.0,operating,CHN,1,
Quantros,Biotechnology,0.0,operating,USA,1,
QuantRx Biomedical,Biotechnology,406039700.0,operating,USA,1,8626.0
Quantum Biosystems,Biotechnology|Health and Wellness|Health Care,20500000.0,operating,JPN,1,763.0
Quantum Immunologics,Biotechnology,7536731.0,operating,USA,3,
Quantum OPS,Biotechnology,1050000.0,operating,USA,1,810.0
Quantum Surgical,Health Care|Medical|Medical Devices,500000.0,operating,USA,1,
QuantuMDx Group,Biotechnology,22039074.0,operating,GBR,6,1033.0
Quark Pharmaceuticals,Biotechnology|Medical,37000000.0,operating,USA,2,4964.0
Quartet Health,Digital Media|Health Care Information Technology|Predictive Analytics,7000000.0,operating,USA,1,425.0
Quartet Medicine,Biotechnology,23000000.0,operating,GBR,2,
QuatRx Pharmaceuticals,Biotechnology,58025045.0,operating,USA,2,2698.0
Quietyme,Health Care,1300000.0,operating,USA,5,3.0
Quincy Bioscience,Biotechnology,5181090.0,operating,USA,1,
Quinnova Pharmaceuticals,Biotechnology,31300000.0,operating,USA,3,1427.0
Quintiles,Biotechnology,526000000.0,acquired,USA,2,
quip,Beauty|Fitness|Health Care,300000.0,operating,USA,2,306.0
Quotient Biodiagnostics,Biotechnology|Health Diagnostics,16200027.0,ipo,USA,3,
Quotient Clinical,Bio-Pharm|Biotechnology|Pharmaceuticals,62661128.6164423,acquired,GBR,1,
Quyi Network,Consulting|Health Diagnostics|Medical,10000000.0,operating,,1,
Quyiyuan,Health and Wellness|Health Care|Mobile,48500000.0,operating,CHN,2,-242.0
Qvanteq,Medical Devices,0.0,operating,CHE,1,455.0
Qview Medical,Health Care Information Technology,4761388.0,operating,USA,1,3358.0
Qwell Pharmaceuticals,Biotechnology,7000000.0,operating,,1,
Ra Pharmaceuticals,Biotechnology,77433082.0,operating,USA,3,
Radial Analytics,Analytics|Health Care|Hospitals,400040.0,operating,USA,1,370.0
Radiant Research,Clinical Trials|Medical|Pharmaceuticals,11000000.0,operating,USA,1,4642.0
Radiation Monitoring Devices,Health Care,3450000.0,operating,USA,1,
Radient Pharmaceuticals,Biotechnology,8437500.0,operating,USA,1,
Radient Technologies,Biotechnology,3576163.0,operating,CAN,5,4266.0
Radiology Partners,Health Care,476680.0,operating,USA,1,
RadioRx,Biotechnology,20450011.0,operating,USA,1,4124.0
Radisens Diagnostics,Diagnostics|Health Care|Health Diagnostics|Medical,1593460.0,operating,IRL,1,890.0
Radisphere Radiology,Biotechnology|Image Recognition,42500005.0,operating,USA,2,3606.0
Adaptix Ltd,Health Care|Health Diagnostics|Semiconductors,0.0,operating,,1,2126.0
Radius Health,Biotechnology,212900000.0,ipo,USA,6,1248.0
RadLogics,Analytics|Big Data|Health and Wellness|Health Care Information Technology|Image Recognition|SaaS,2850000.0,operating,USA,2,365.0
RadMit,Medical,192000.0,operating,USA,1,20.0
RadPharm,Health Care|Image Recognition|Medical,10000000.0,operating,,1,
radRounds Radiology Network,Curated Web|Health Care|Networking|Physicians,0.0,operating,USA,1,245.0
Raiing,Health Care,1647446.0,operating,CHN,2,
Rainbow Hospitals,Biotechnology,19500000.0,operating,IND,1,6434.0
"Rainbow Medical, Ltd.",Medical Devices,25000000.0,operating,ISR,1,
RainDance Technologies,Biotechnology,138660528.0,operating,USA,6,1202.0
RainTree Oncology Services,Biotechnology,33887517.0,operating,USA,2,
RaNA Therapeutics,Biotechnology,87172231.0,operating,USA,3,333.0
Randolph Hospital,Health Care,350000.0,operating,USA,1,31274.0
Rani Therapeutics,Biotechnology,15486363.0,operating,USA,2,
Rapamycin Holdings,Health Care,3926094.0,operating,USA,4,335.0
Rapid Diagnostek,Biotechnology,12803748.0,operating,USA,4,8794.0
Rapid Micro Biosystems,Biotechnology,97401413.0,operating,USA,7,1313.0
Rapid Pathogen Screening,Biotechnology,56040950.0,operating,USA,4,2231.0
Rapidscan Pharma Solutions,Health Care|Medical|Pharmaceuticals,2350000.0,operating,USA,1,249.0
Raptor Pharmaceuticals,Biotechnology,87386000.0,ipo,USA,4,
Rarebase,Medical,0.0,operating,GBR,1,0.0
RareCyte,Biotechnology,0.0,operating,USA,1,
Ras Labs,Biotechnology,1345000.0,operating,USA,2,4598.0
Ratio,Biotechnology,343000.0,operating,USA,1,2015.0
Raven Biotechnologies,Biotechnology,88300000.0,acquired,USA,2,1463.0
Ravgen,Health Care,1091663.0,operating,USA,1,4515.0
Raymedica,Medical Devices,10000000.0,operating,USA,1,
Raze Therapeutics,Health Care|Health Care Information Technology,24000000.0,operating,USA,1,
RCT Logic,Biotechnology,831001.0,operating,USA,3,1358.0
Reacción,Health Care,40000.0,operating,CHL,1,360.0
REACH Health,Biotechnology|Health Care,20040271.0,operating,USA,6,1730.0
Real Imaging Holdings,Health Care,1644000.0,operating,ISR,2,2613.0
Real Time Genomics,Biotechnology,3000000.0,operating,USA,1,
Real Time Medical Systems,Health Care,435000.0,operating,USA,1,1441.0
RealBio Technology,Biotechnology,1609750.0,operating,USA,2,186.0
ReaLens,Medical,100000.0,operating,USA,1,2322.0
RealSelf,Beauty|Cosmetic Surgery|Dental|Doctors|Health and Wellness|Lifestyle|Medical|Q&A|Reviews and Recommendations|Social Media|Social Network Media,1950000.0,operating,USA,2,204.0
RealView Imaging,Health Care,10000000.0,operating,ISR,1,2519.0
ReaMetrix,Biotechnology,5650000.0,operating,USA,2,744.0
Reapplix,Biotechnology,2028242.0,operating,DNK,3,433.0
Reata Pharmaceuticals,Biotechnology,433949840.0,operating,USA,6,1046.0
Rebiotix,Biotechnology,27780000.0,operating,USA,2,310.0
REBIScan,Health Care,100000.0,operating,USA,1,1273.0
ReCept Holdings,Biotechnology,10154182.0,operating,USA,1,
RECEPTA biopharma,Biotechnology,2500000.0,operating,,1,
Receptor Biologix,Medical|Pharmaceuticals|Therapeutics,33640000.0,operating,,2,
Receptos,Biotechnology,73480066.0,acquired,USA,4,872.0
Recipharm,Biotechnology,210384730.0,ipo,SWE,1,7201.0
Recombine,Biotechnology|Health Care,3300000.0,operating,USA,1,1158.0
RECOMBINETICS,Biotechnology,5346050.0,operating,USA,4,2005.0
ReCor Medical,Health Care|Medical|Therapeutics,15000000.0,operating,USA,1,
RecordSled,Health Care|Medical|Technology,250000.0,operating,USA,1,
Recovery Ranch,Medical,0.0,operating,USA,1,0.0
Recro Pharma Inc.,Health Care,16000008.0,ipo,USA,1,
ReCyte Therapeutics,Biotechnology,9900000.0,operating,USA,3,
"Red Lozenge, inc.",Digital Media|Health Care|Online Gaming,825000.0,operating,,2,14.0
Red Mountain Medical Response,Medical,0.0,operating,USA,1,-9.0
Red Pigeon Interactive LLC,Education|Health Care|Retail Technology,50000.0,operating,USA,1,62.0
Redbiotec,Biotechnology,1865968.0,operating,CHE,3,866.0
Rede D'Or Sao Luiz,Health Care|Hospitals|Medical,600000000.0,operating,BRA,1,13996.0
ReDent Nova,Health Care|Medical Devices,2700000.0,operating,ISR,1,917.0
RedHill Biopharma,Biotechnology,70200000.0,ipo,ISR,4,676.0
Redmax,Application Platforms|Health Care Information Technology|Internet Marketing|Web Development,0.0,operating,NLD,1,
RedOak Logic,Biotechnology,250000.0,operating,USA,1,720.0
Redox Pharmaceutical,Biotechnology,123200.0,operating,USA,1,10963.0
RedPath Integrated Pathology,Biotechnology|Health and Wellness|Physicians,9300718.0,acquired,USA,4,1084.0
Redpoint Bio,Biotechnology|Healthcare Services|Medical,10200000.0,operating,USA,1,
REDPoint International,Biotechnology,50000.0,operating,USA,1,1084.0
Redtree People,Biotechnology,80837.0,operating,,1,
Redwood Bioscience,Biotechnology,11898299.0,operating,USA,5,792.0
Redwood Scientific Technologies,Medical Devices,1565000.0,operating,USA,2,414.0
"ReelDx, Inc.",Health Care|Technology|Video,1040000.0,operating,USA,2,334.0
ReferBright,Health Care|Healthcare Services|Internet Marketing,0.0,operating,USA,1,9.0
Referral.IM,Health Care|Medical|Services,0.0,operating,USA,1,
Reflectance Medical,Health Care,500000.0,operating,USA,1,
ReFlow Medical,Biotechnology,1399997.0,operating,USA,2,165.0
Reflux Medical,Health Care,0.0,operating,AUT,1,
Refractec,Manufacturing|Medical|Medical Devices,9000000.0,operating,USA,2,3535.0
